2025-08-22 01:24:45 | streamlit_app | INFO | 🚀 Starting RAG Indexing Comparison App
2025-08-22 01:24:45 | streamlit_app | INFO | 📄 1 files uploaded: ['Test Confluence and Jira Tickets.docx']
2025-08-22 01:24:45 | streamlit_app | INFO | 🚀 Starting RAG Indexing Comparison App
2025-08-22 01:24:45 | streamlit_app | INFO | 📄 1 files uploaded: ['Test Confluence and Jira Tickets.docx']
2025-08-22 01:24:45 | streamlit_app | INFO | 🚀 Run comparison button clicked for query: 'What's the business needs of AI policy checker?...'
2025-08-22 01:24:45 | streamlit_app | INFO | 🔧 Executing 6 configurations: ['openai-1536d_fixed-800c-100o_vector', 'openai-1536d_fixed-800c-100o_hybrid_a0.3', 'openai-1536d_fixed-800c-100o_hybrid_a0.7', 'cohere-1536d_fixed-800c-100o_vector', 'cohere-1536d_fixed-800c-100o_hybrid_a0.3', 'cohere-1536d_fixed-800c-100o_hybrid_a0.7']
2025-08-22 01:24:45 | streamlit_app | INFO | 🔄 Initializing RAG pipeline...
2025-08-22 01:24:45 | rag_pipeline | INFO | 🔧 Initializing RAG Pipeline components...
2025-08-22 01:24:46 | streamlit_app | INFO | ✅ Pipeline initialized successfully
2025-08-22 01:24:46 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-800c-100o_vector
2025-08-22 01:24:46 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-800c-100o_vector (run_id: 339e673b)
2025-08-22 01:24:46 | rag_pipeline | INFO | 🔪 Chunking completed: 32 chunks in 0.00s
2025-08-22 01:24:48 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 01:24:49 | rag_pipeline | INFO | 🔢 Embeddings completed: 32 chunks in 2.15s
2025-08-22 01:24:50 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 01:24:59 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-22 01:24:59 | streamlit_app | INFO | ✅ Config openai-1536d_fixed-800c-100o_vector completed in 12.23s
2025-08-22 01:24:59 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-800c-100o_hybrid_a0.3
2025-08-22 01:24:59 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-800c-100o_hybrid_a0.3 (run_id: c8dd1bf3)
2025-08-22 01:24:59 | rag_pipeline | INFO | 🔪 Chunking completed: 32 chunks in 0.00s
2025-08-22 01:25:00 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 01:25:00 | rag_pipeline | INFO | 🔢 Embeddings completed: 32 chunks in 1.30s
2025-08-22 01:25:01 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 01:25:03 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-22 01:25:03 | streamlit_app | INFO | ✅ Config openai-1536d_fixed-800c-100o_hybrid_a0.3 completed in 3.93s
2025-08-22 01:25:03 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-800c-100o_hybrid_a0.7
2025-08-22 01:25:03 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-800c-100o_hybrid_a0.7 (run_id: f58100cf)
2025-08-22 01:25:03 | rag_pipeline | INFO | 🔪 Chunking completed: 32 chunks in 0.00s
