2025-08-25 13:07:22 | streamlit_app | INFO | 🚀 Starting RAG Indexing Comparison App
2025-08-25 13:07:22 | streamlit_app | INFO | 📄 1 files uploaded: ['Test Confluence and Jira Tickets.docx']
2025-08-25 13:07:22 | streamlit_app | INFO | 🚀 Run comparison button clicked for query: 'What are the Confluence articles we have?...'
2025-08-25 13:07:22 | streamlit_app | INFO | 🆔 New comparison started with run_id: 9f209ca3
2025-08-25 13:07:22 | streamlit_app | INFO | 🔧 Executing 2 configurations: ['openai-1536d_fixed-500c-50o_vector', 'openai-1536d_fixed-500c-50o_hybrid_a0.7']
2025-08-25 13:07:22 | streamlit_app | INFO | 🔄 Initializing RAG pipeline...
2025-08-25 13:07:22 | rag_pipeline | INFO | 🔧 Initializing RAG Pipeline components...
2025-08-25 13:07:23 | streamlit_app | INFO | ✅ Pipeline initialized successfully
2025-08-25 13:07:24 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-500c-50o_vector
2025-08-25 13:07:24 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-500c-50o_vector (run_id: 9f209ca3)
2025-08-25 13:07:24 | rag_pipeline | INFO | 🔪 Chunking completed: 49 chunks in 0.00s
2025-08-25 13:07:25 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-25 13:07:25 | rag_pipeline | INFO | 🔢 Embeddings completed: 49 chunks in 1.58s
2025-08-25 13:07:26 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-25 13:07:27 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-25 13:07:27 | streamlit_app | INFO | ✅ Config openai-1536d_fixed-500c-50o_vector completed in 3.14s
2025-08-25 13:07:27 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-500c-50o_hybrid_a0.7
2025-08-25 13:07:27 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-500c-50o_hybrid_a0.7 (run_id: 9f209ca3)
2025-08-25 13:07:27 | rag_pipeline | INFO | 🔪 Chunking completed: 49 chunks in 0.00s
2025-08-25 13:07:28 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-25 13:07:29 | rag_pipeline | INFO | 🔢 Embeddings completed: 49 chunks in 1.84s
2025-08-25 13:07:30 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-25 13:07:31 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-25 13:07:31 | streamlit_app | INFO | ✅ Config openai-1536d_fixed-500c-50o_hybrid_a0.7 completed in 3.33s
