2025-08-22 20:02:05 | streamlit_app | INFO | 🚀 Starting RAG Indexing Comparison App
2025-08-22 20:02:05 | streamlit_app | INFO | 📄 1 files uploaded: ['Test Confluence and Jira Tickets.docx']
2025-08-22 20:02:05 | streamlit_app | INFO | 🚀 Run comparison button clicked for query: 'What are the Confluence articles we have?...'
2025-08-22 20:02:05 | streamlit_app | INFO | 🆔 New comparison started with run_id: e451d1b1
2025-08-22 20:02:05 | streamlit_app | INFO | 🔧 Executing 4 configurations: ['openai-1536d_fixed-500c-50o_vector', 'openai-1536d_fixed-500c-50o_hybrid_a0.7', 'cohere-1536d_fixed-500c-50o_vector', 'cohere-1536d_fixed-500c-50o_hybrid_a0.7']
2025-08-22 20:02:05 | streamlit_app | INFO | 🔄 Initializing RAG pipeline...
2025-08-22 20:02:05 | rag_pipeline | INFO | 🔧 Initializing RAG Pipeline components...
2025-08-22 20:02:06 | streamlit_app | INFO | ✅ Pipeline initialized successfully
2025-08-22 20:02:07 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-500c-50o_vector
2025-08-22 20:02:07 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-500c-50o_vector (run_id: e451d1b1)
2025-08-22 20:02:07 | rag_pipeline | INFO | 🔪 Chunking completed: 49 chunks in 0.00s
2025-08-22 20:02:08 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 20:02:08 | rag_pipeline | INFO | 🔢 Embeddings completed: 49 chunks in 1.79s
2025-08-22 20:02:09 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 20:02:11 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-22 20:02:11 | streamlit_app | INFO | ✅ Config openai-1536d_fixed-500c-50o_vector completed in 4.02s
2025-08-22 20:02:11 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-500c-50o_hybrid_a0.7
2025-08-22 20:02:11 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-500c-50o_hybrid_a0.7 (run_id: e451d1b1)
2025-08-22 20:02:11 | rag_pipeline | INFO | 🔪 Chunking completed: 49 chunks in 0.00s
2025-08-22 20:02:12 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 20:02:13 | rag_pipeline | INFO | 🔢 Embeddings completed: 49 chunks in 1.67s
2025-08-22 20:02:13 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 20:02:14 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-22 20:02:14 | streamlit_app | INFO | ✅ Config openai-1536d_fixed-500c-50o_hybrid_a0.7 completed in 3.09s
2025-08-22 20:02:14 | streamlit_app | INFO | ⚡ Starting execution for config: cohere-1536d_fixed-500c-50o_vector
2025-08-22 20:02:14 | rag_pipeline | INFO | 📋 Executing config: cohere-1536d_fixed-500c-50o_vector (run_id: e451d1b1)
2025-08-22 20:02:14 | rag_pipeline | INFO | 🔪 Chunking completed: 49 chunks in 0.00s
2025-08-22 20:02:15 | httpx | INFO | HTTP Request: POST https://api.cohere.com/v2/embed "HTTP/1.1 200 OK"
2025-08-22 20:02:16 | rag_pipeline | INFO | 🔢 Embeddings completed: 49 chunks in 1.87s
2025-08-22 20:02:17 | httpx | INFO | HTTP Request: POST https://api.cohere.com/v2/embed "HTTP/1.1 200 OK"
2025-08-22 20:02:21 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-22 20:02:21 | streamlit_app | INFO | ✅ Config cohere-1536d_fixed-500c-50o_vector completed in 6.32s
2025-08-22 20:02:21 | streamlit_app | INFO | ⚡ Starting execution for config: cohere-1536d_fixed-500c-50o_hybrid_a0.7
2025-08-22 20:02:21 | rag_pipeline | INFO | 📋 Executing config: cohere-1536d_fixed-500c-50o_hybrid_a0.7 (run_id: e451d1b1)
2025-08-22 20:02:21 | rag_pipeline | INFO | 🔪 Chunking completed: 49 chunks in 0.00s
2025-08-22 20:02:22 | httpx | INFO | HTTP Request: POST https://api.cohere.com/v2/embed "HTTP/1.1 200 OK"
2025-08-22 20:02:22 | rag_pipeline | INFO | 🔢 Embeddings completed: 49 chunks in 1.33s
2025-08-22 20:02:23 | httpx | INFO | HTTP Request: POST https://api.cohere.com/v2/embed "HTTP/1.1 200 OK"
2025-08-22 20:02:25 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-22 20:02:25 | streamlit_app | INFO | ✅ Config cohere-1536d_fixed-500c-50o_hybrid_a0.7 completed in 3.44s
